filename,instance_idx,tmax,pmax
5-2-345_jpg.rf.88fa7fea1037295a257ce12900637d76,0,0.07858931524695315,0.12840152835118712
5-2-363_jpg.rf.03ae826aa53fa8c2fd1c20278e8be47d,0,0.0,0.0772708515030871
5-2-369_jpg.rf.b151e27950a3c3b71cb0485f5575ed38,0,0.048257836275424196,0.09901078629697575
5-2-439_jpg.rf.79429c13ea0a88c32686a94b9b53124e,0,0.10293511365041053,0.14949309841000347
5-2-439_jpg.rf.79429c13ea0a88c32686a94b9b53124e,1,0.0,0.08956432593101654
5-2-439_jpg.rf.79429c13ea0a88c32686a94b9b53124e,2,0.0,0.10196897796334153
5-2-447_jpg.rf.486c99765ac39c3552182837a705d7e6,0,0.17484197420086903,0.0850074182975311
5-2-474_jpg.rf.c7f9bb991aa7e51ade0cdfdc9217b8c2,0,0.14307909473793787,0.14746624479591666
5-2-576_jpg.rf.fdfb8269fbf704472524b871f3477ea6,0,0.12656709884365003,0.05097462047837143
5-2-58_jpg.rf.3aa07c9579d52f2f0d09f444aa70afaf,0,0.0,0.0
5-2-614_jpg.rf.0d3cf4513c2e9b16533e68a787864499,0,0.08157169512855143,0.06718302500931021
5-2-625_jpg.rf.d0f96720d33a3507a9f8df66282344f4,0,0.056033130770859654,0.08239942584493987
5-2-661_jpg.rf.33f54d37fcc5edaa4ff42cac27c1a01f,0,0.012440036767212575,0.05953061761278547
5-2-73_jpg.rf.f9161069960917cc056b974d59ee6775,0,0.005734666148491331,0.02016412433190264
5-2-751_jpg.rf.f8d66c23aa53658034a0d26dc56c1f7f,0,0.0,0.006004828753816651
6-1-16_jpg.rf.0cbdd4c22aca84b470b9a53a643a4fe9,0,0.19128006077347012,0.09840279131456198
6-1-19_jpg.rf.8dce43d0e3666c17d84a472635aae02e,0,0.04745772694247748,0.14892962063870113
6-1-19_jpg.rf.8dce43d0e3666c17d84a472635aae02e,1,0.08713099584421735,0.14697245721632743
6-1-21_jpg.rf.bb90b3857e7061fd7ea710ef5fb6a4c8,0,0.13826223609933624,0.07613084698275004
6-2-124_jpg.rf.a2b0760deeda2986a0e1749ca308376d,0,0.2910048233273505,0.21177415532188204
6-2-131_jpg.rf.261a1a4473bbe8883d657ba0fd6ca47c,0,0.04822319117523305,0.06815293487956411
6-2-144_jpg.rf.58f03b2e3a1ae37ef1bb58def06f24db,0,0.013277221591880474,0.02301016301468324
6-2-144_jpg.rf.58f03b2e3a1ae37ef1bb58def06f24db,1,0.07314899158599404,0.12011871936273867
6-2-144_jpg.rf.58f03b2e3a1ae37ef1bb58def06f24db,2,0.07663180986557935,0.18544551816356175
6-2-157_jpg.rf.d0483a3749ae1b4e8e440d6704dd4697,0,0.04214659751188382,0.03132330394088725
6-2-168_jpg.rf.6b032dca82aab9d837b0971af905255e,0,0.23849680230912923,0.1865486544763951
