filename,instance_idx,oks,iou,conf,detected
3-2-86_jpg.rf.ee7a35eaecc04fe892e7b09ba9239351,1,0.8924614778443551,0.803265306122449,0.7486856579780579,True
3-2-91_jpg.rf.1dbee6dfcf90e5e4f4eaad576e51d072,0,0.7593929448164688,0.7592592592592593,0.7896093726158142,True
4-1-103_jpg.rf.272bd27d042ea087a20e2ce66f924ce4,0,0.8140143857809421,0.6092006261677524,0.7199704051017761,True
4-1-108_jpg.rf.4482fffbd0f7474154373d8ef007411a,0,0.7908327858875687,0.5643224699828473,0.7359052896499634,True
4-1-143_jpg.rf.20ef2202ecb10552c11780789c735237,0,0.6496054796303422,0.8145409572928453,0.9128240942955017,True
4-1-164_jpg.rf.db3448d546f675d0f4911b3093bd50cd,0,0.9521461381849025,0.9174502712477396,0.900763988494873,True
4-1-164_jpg.rf.db3448d546f675d0f4911b3093bd50cd,1,0.8966204801874431,0.8838017050836754,0.8636725544929504,True
4-1-170_jpg.rf.17b24472dc6f0d864b1064450f36f057,0,0.9305057997308906,0.9452234471128322,0.9008127450942993,True
4-1-18_jpg.rf.4794a9f6a6ee80643dfb72c0ad04faf4,0,0.984497394639412,0.8139917695473251,0.84733647108078,True
4-1-190_jpg.rf.462e9ac25c26eae6a3e5d3bd1eb33301,0,0.7245175432028749,0.8049945279076709,0.8786594867706299,True
4-1-190_jpg.rf.462e9ac25c26eae6a3e5d3bd1eb33301,1,0.9691146680989452,0.8944382092530241,0.8932904005050659,True
4-1-194_jpg.rf.e5c027f61ab31e4c10b394e5c1721ad0,0,0.9621034468506343,0.9641549725442343,0.9114166498184204,True
4-1-198_jpg.rf.08d176713106124cee7d0611f88fdbad,0,0.984177956473621,0.9142883617494441,0.8983519077301025,True
4-1-215_jpg.rf.93a9b26903af6980f3228d2ad4075588,0,0.9709871817316086,0.8990299110751819,0.8759797215461731,True
4-1-215_jpg.rf.93a9b26903af6980f3228d2ad4075588,1,0.9230783761260238,0.8337856808610201,0.8802160620689392,True
4-1-65_jpg.rf.4cd9c4aa05a03bc48274ad476d924668,0,0.9907174561431763,0.8962264150943396,0.8880380392074585,True
4-1-68_jpg.rf.b2bc1824cd912b30e0094f41e71eeb73,0,0.9765767145450512,0.8914473684210527,0.8908069729804993,True
4-1-76_jpg.rf.a3b31287e3da123efe49f670a796d7f1,0,0.9687752149926596,0.8796762589928058,0.8987354636192322,True
4-1-76_jpg.rf.a3b31287e3da123efe49f670a796d7f1,1,0.8498001314938044,0.9536335265269728,0.8894384503364563,True
4-1-80_jpg.rf.701fdaddb9fc9142f3e9fc84d7e69dab,0,0.9526915622789088,0.8936735778841042,0.8565176725387573,True
4-1-88_jpg.rf.7ce8063a1ae0b1e8ad6d2799c6f46f16,0,0.943921957513834,0.9637425103702566,0.8733956217765808,True
4-2-168_jpg.rf.b3fd15d9c14084c34b6681b178016be5,0,0.9748692637103232,0.8797250859106529,0.9044478535652161,True
4-2-168_jpg.rf.b3fd15d9c14084c34b6681b178016be5,1,0.9125964596889352,0.8216450216450216,0.8917116522789001,True
4-2-245_jpg.rf.85dbcd832129b6e2213c403959436f60,0,0.83849604428122,0.6766027158818937,0.7788021564483643,True
4-2-258_jpg.rf.95cc895fdfcf9823576071e3b5f4da03,0,0.8438485023572911,0.9224117223156377,0.8699926137924194,True
4-2-258_jpg.rf.95cc895fdfcf9823576071e3b5f4da03,1,0.9376043644044167,0.8849721706864564,0.8800085783004761,True
4-2-334_jpg.rf.52a31b4371dffbdcb45d971adda932f1,0,0.8994731100879497,0.9333051920641621,0.8712595701217651,True
4-2-353_jpg.rf.d67ece2d335275064193c12df9cf1b17,0,0.952273605364368,0.955550128220784,0.9091246724128723,True
4-2-420_jpg.rf.9b4675d47069a2854d55865bc2e671f6,0,0.9630788509062537,0.8688012495119094,0.8995102643966675,True
4-2-484_jpg.rf.ad066f93f9419de22020841ece2e60a9,0,0.9833460980320359,0.916215896079283,0.8942250609397888,True
4-2-503_jpg.rf.ebcaf8de8258b444d3d9e5d7b357c203,0,0.6274997036709834,0.7913019895959172,0.7840165495872498,True
