filename,instance_idx,uid,keypoint,error,outlier
1-1-296_jpg.rf.ce190fdb1b4a393ebab0b67e83e3324e,0,1-1-296_jpg.rf.ce190fdb1b4a393ebab0b67e83e3324e#0,IS2,0.008847776059353728,False
1-1-296_jpg.rf.ce190fdb1b4a393ebab0b67e83e3324e,0,1-1-296_jpg.rf.ce190fdb1b4a393ebab0b67e83e3324e#0,IAC,0.0031707868759950604,False
1-1-296_jpg.rf.ce190fdb1b4a393ebab0b67e83e3324e,0,1-1-296_jpg.rf.ce190fdb1b4a393ebab0b67e83e3324e#0,IS1,0.0037457787858953405,False
1-1-296_jpg.rf.ce190fdb1b4a393ebab0b67e83e3324e,0,1-1-296_jpg.rf.ce190fdb1b4a393ebab0b67e83e3324e#0,BL1,0.03600476937183089,False
1-1-296_jpg.rf.ce190fdb1b4a393ebab0b67e83e3324e,1,1-1-296_jpg.rf.ce190fdb1b4a393ebab0b67e83e3324e#1,AOI,0.018185962161885134,False
1-1-296_jpg.rf.ce190fdb1b4a393ebab0b67e83e3324e,1,1-1-296_jpg.rf.ce190fdb1b4a393ebab0b67e83e3324e#1,BL2,0.03664157860113043,False
1-1-296_jpg.rf.ce190fdb1b4a393ebab0b67e83e3324e,1,1-1-296_jpg.rf.ce190fdb1b4a393ebab0b67e83e3324e#1,IS2,0.018903422932466902,False
1-1-296_jpg.rf.ce190fdb1b4a393ebab0b67e83e3324e,1,1-1-296_jpg.rf.ce190fdb1b4a393ebab0b67e83e3324e#1,IAC,0.010456821237237518,False
1-1-296_jpg.rf.ce190fdb1b4a393ebab0b67e83e3324e,1,1-1-296_jpg.rf.ce190fdb1b4a393ebab0b67e83e3324e#1,IS1,0.012446406875111655,False
1-1-296_jpg.rf.ce190fdb1b4a393ebab0b67e83e3324e,1,1-1-296_jpg.rf.ce190fdb1b4a393ebab0b67e83e3324e#1,BL1,0.05675844878310704,False
1-1-2_jpg.rf.6a4d644c96cba77436d6f06331758b3b,0,1-1-2_jpg.rf.6a4d644c96cba77436d6f06331758b3b#0,AOI,0.06250603469703957,True
1-1-2_jpg.rf.6a4d644c96cba77436d6f06331758b3b,0,1-1-2_jpg.rf.6a4d644c96cba77436d6f06331758b3b#0,BL2,0.14583811245100656,False
1-1-2_jpg.rf.6a4d644c96cba77436d6f06331758b3b,0,1-1-2_jpg.rf.6a4d644c96cba77436d6f06331758b3b#0,IS2,0.02207696230393376,False
1-1-2_jpg.rf.6a4d644c96cba77436d6f06331758b3b,0,1-1-2_jpg.rf.6a4d644c96cba77436d6f06331758b3b#0,IAC,0.020254586700365947,False
1-1-2_jpg.rf.6a4d644c96cba77436d6f06331758b3b,0,1-1-2_jpg.rf.6a4d644c96cba77436d6f06331758b3b#0,IS1,0.009333366936523927,False
1-1-2_jpg.rf.6a4d644c96cba77436d6f06331758b3b,0,1-1-2_jpg.rf.6a4d644c96cba77436d6f06331758b3b#0,BL1,0.16455184483611113,True
1-1-32_jpg.rf.9414076b270f2b46a68890c2ccce6e97,0,1-1-32_jpg.rf.9414076b270f2b46a68890c2ccce6e97#0,AOI,0.00943465157150962,False
1-1-32_jpg.rf.9414076b270f2b46a68890c2ccce6e97,0,1-1-32_jpg.rf.9414076b270f2b46a68890c2ccce6e97#0,BL2,0.09135240472610034,False
1-1-32_jpg.rf.9414076b270f2b46a68890c2ccce6e97,0,1-1-32_jpg.rf.9414076b270f2b46a68890c2ccce6e97#0,IS2,0.01375890033800573,False
1-1-32_jpg.rf.9414076b270f2b46a68890c2ccce6e97,0,1-1-32_jpg.rf.9414076b270f2b46a68890c2ccce6e97#0,IAC,0.005278679382008335,False
1-1-32_jpg.rf.9414076b270f2b46a68890c2ccce6e97,0,1-1-32_jpg.rf.9414076b270f2b46a68890c2ccce6e97#0,IS1,0.06383310486387307,True
1-1-32_jpg.rf.9414076b270f2b46a68890c2ccce6e97,0,1-1-32_jpg.rf.9414076b270f2b46a68890c2ccce6e97#0,BL1,0.09592769346336824,False
1-1-37_jpg.rf.e9b574dfa79a5ae6221543cf792a6cff,0,1-1-37_jpg.rf.e9b574dfa79a5ae6221543cf792a6cff#0,AOI,0.00800909789805152,False
1-1-37_jpg.rf.e9b574dfa79a5ae6221543cf792a6cff,0,1-1-37_jpg.rf.e9b574dfa79a5ae6221543cf792a6cff#0,BL2,0.018158700345980175,False
1-1-37_jpg.rf.e9b574dfa79a5ae6221543cf792a6cff,0,1-1-37_jpg.rf.e9b574dfa79a5ae6221543cf792a6cff#0,IS2,0.023455545983034957,False
1-1-37_jpg.rf.e9b574dfa79a5ae6221543cf792a6cff,0,1-1-37_jpg.rf.e9b574dfa79a5ae6221543cf792a6cff#0,IAC,0.010617025346478515,False
1-1-37_jpg.rf.e9b574dfa79a5ae6221543cf792a6cff,0,1-1-37_jpg.rf.e9b574dfa79a5ae6221543cf792a6cff#0,IS1,0.03309101945349028,False
1-1-37_jpg.rf.e9b574dfa79a5ae6221543cf792a6cff,0,1-1-37_jpg.rf.e9b574dfa79a5ae6221543cf792a6cff#0,BL1,0.033424331357778975,False
1-1-41_jpg.rf.db53159c7083ee3b171aa93d1d8d2d17,0,1-1-41_jpg.rf.db53159c7083ee3b171aa93d1d8d2d17#0,AOI,0.019178426335761042,False
1-1-41_jpg.rf.db53159c7083ee3b171aa93d1d8d2d17,0,1-1-41_jpg.rf.db53159c7083ee3b171aa93d1d8d2d17#0,BL2,0.12421482582970207,False
1-1-41_jpg.rf.db53159c7083ee3b171aa93d1d8d2d17,0,1-1-41_jpg.rf.db53159c7083ee3b171aa93d1d8d2d17#0,IS2,0.016834419941582007,False
